1767225600000000,87648.21000000,87701.91000000,87632.74000000,87701.91000000,18.44460000,1767225899999999,1616915.59764780,4776,11.75992000,1030903.69066620,0
1767225900000000,87701.91000000,87816.00000000,87701.90000000,87764.06000000,57.78717000,1767226199999999,5071411.18659120,10412,35.96784000,3156416.54194960,0
1767226200000000,87764.06000000,87764.07000000,87742.61000000,87742.61000000,9.86578000,1767226499999999,865751.34324720,2065,5.09297000,446910.28803950,0
1767226500000000,87742.62000000,87760.19000000,87742.61000000,87760.19000000,9.47001000,1767226799999999,831024.09142960,2382,5.16852000,453547.44609760,0
1767226800000000,87760.19000000,87774.00000000,87760.18000000,87773.97000000,4.62578000,1767227099999999,406006.22422780,1941,2.55940000,224634.97292210,0
1767227100000000,87773.98000000,87776.19000000,87768.50000000,87776.18000000,10.01792000,1767227399999999,879299.45797680,1745,5.68695000,499154.23322280,0
1767227400000000,87776.19000000,87776.19000000,87748.78000000,87748.79000000,30.28030000,1767227699999999,2657409.86287400,2863,19.69929000,1728764.17103490,0
1767227700000000,87748.78000000,87761.07000000,87733.98000000,87748.10000000,13.56688000,1767227999999999,1190437.21038940,2745,8.66547000,760354.44644900,0
1767228000000000,87748.09000000,87758.62000000,87746.50000000,87748.89000000,8.00349000,1767228299999999,702314.61628790,1753,3.56885000,313165.77670640,0
1767228300000000,87748.89000000,87813.18000000,87748.88000000,87813.17000000,10.14603000,1767228599999999,890433.54798740,5201,8.41491000,738514.15395710,0
1767228600000000,87813.18000000,87833.69000000,87800.00000000,87803.75000000,31.89071000,1767228899999999,2800549.18880850,4191,23.83814000,2093417.96499130,0
1767228900000000,87803.75000000,87849.26000000,87803.74000000,87809.23000000,29.56169000,1767229199999999,2596394.43346860,4708,19.93681000,1750987.84799330,0
1767229200000000,87809.24000000,87853.39000000,87809.23000000,87853.39000000,17.97079000,1767229499999999,1578403.13916580,3446,16.01293000,1406417.72845010,0
1767229500000000,87853.39000000,87957.14000000,87853.38000000,87957.14000000,40.76869000,1767229799999999,3583906.74102130,8282,27.00146000,2373609.83432110,0
1767229800000000,87957.13000000,88013.00000000,87942.50000000,88000.00000000,45.98845000,1767230099999999,4045827.47456140,8725,34.23264000,3011535.12048650,0
1767230100000000,88000.01000000,88050.00000000,87952.00000000,87952.85000000,32.35660000,1767230399999999,2847628.45170510,10194,16.33874000,1437976.37544250,0
1767230400000000,87952.84000000,87960.64000000,87911.37000000,87941.58000000,15.32891000,1767230699999999,1347984.56002630,6109,7.98490000,702139.96321110,0
1767230700000000,87941.59000000,87941.59000000,87875.22000000,87875.22000000,11.60866000,1767230999999999,1020478.12103560,3652,1.86496000,163943.78048660,0
1767231000000000,87875.23000000,87900.00000000,87875.22000000,87894.01000000,7.69845000,1767231299999999,676602.94259380,2253,5.17544000,454837.18618880,0
1767231300000000,87894.01000000,87894.02000000,87841.99000000,87851.32000000,17.11744000,1767231599999999,1504067.63926620,5145,5.79997000,509644.71837430,0
1767231600000000,87851.31000000,87886.00000000,87851.31000000,87886.00000000,3.82387000,1767231899999999,336018.68389020,3078,3.17007000,278565.95422490,0
1767231900000000,87885.99000000,87939.37000000,87883.12000000,87914.21000000,17.80560000,1767232199999999,1565272.33117900,5236,7.09941000,624042.45353560,0
1767232200000000,87914.20000000,88000.00000000,87914.20000000,87999.99000000,13.75255000,1767232499999999,1209546.54373110,3710,10.75716000,946139.28074890,0
1767232500000000,87999.99000000,88015.89000000,87960.00000000,87960.00000000,17.22161000,1767232799999999,1515423.43459520,3938,6.76881000,595620.87213850,0
1767232800000000,87960.01000000,87960.01000000,87901.83000000,87950.52000000,20.90745000,1767233099999999,1838181.18641150,4071,8.30598000,730248.42637120,0
1767233100000000,87950.52000000,88025.18000000,87950.51000000,88025.18000000,7.74870000,1767233399999999,681873.04992810,6579,3.85353000,339091.24459810,0
1767233400000000,88025.18000000,88025.19000000,87986.00000000,87990.52000000,5.80521000,1767233699999999,510885.89854230,2932,1.65066000,145257.40354910,0
1767233700000000,87990.52000000,88088.10000000,87990.52000000,88001.11000000,42.65855000,1767233999999999,3756324.12180510,10285,25.51433000,2246657.75163330,0
1767234000000000,88001.12000000,88023.27000000,87966.70000000,87966.71000000,12.58654000,1767234299999999,1107532.76257370,5081,5.64884000,497060.60404510,0
1767234300000000,87966.72000000,87966.72000000,87939.68000000,87957.63000000,10.81146000,1767234599999999,950891.39534660,2828,5.41267000,476046.27351000,0
1767234600000000,87957.63000000,88052.60000000,87947.74000000,88000.04000000,24.56378000,1767234899999999,2161319.79803500,7464,17.67156000,1554776.65756990,0
1767234900000000,88000.04000000,88004.91000000,87950.34000000,88000.44000000,20.99297000,1767235199999999,1847146.25592620,5083,13.43401000,1182034.94075390,0
1767235200000000,88000.44000000,88000.45000000,87945.79000000,87954.16000000,9.01809000,1767235499999999,793259.19472810,3825,3.94540000,347027.69793500,0
1767235500000000,87954.17000000,87961.52000000,87915.59000000,87922.67000000,18.62021000,1767235799999999,1637594.39213820,5337,5.23210000,460143.13228400,0
1767235800000000,87922.67000000,87922.67000000,87900.00000000,87900.00000000,16.61545000,1767236099999999,1460598.59461030,3202,7.34634000,645770.18249800,0
1767236100000000,87900.00000000,87952.75000000,87895.37000000,87914.00000000,19.23019000,1767236399999999,1690674.37950970,3206,9.31684000,819053.59917530,0
1767236400000000,87914.00000000,87914.01000000,87887.28000000,87912.98000000,9.59431000,1767236699999999,843299.82916420,3823,5.25973000,462298.28062890,0
1767236700000000,87912.98000000,87944.72000000,87909.80000000,87924.73000000,19.62260000,1767236999999999,1725386.99304390,5087,9.83132000,864428.62030410,0
1767237000000000,87924.73000000,87984.26000000,87924.72000000,87984.25000000,16.83690000,1767237299999999,1480832.18205490,5413,10.26817000,903095.64651920,0
1767237300000000,87984.26000000,88012.00000000,87967.11000000,88012.00000000,18.14799000,1767237599999999,1596801.16378750,3649,10.50401000,924255.82847000,0
