trade_num,entry_time,exit_time,direction,entry_price,exit_price,position_usd,pnl,win,exit_reason,bars_held,session
2176,2021-01-27 14:55:00,2021-01-27 15:00:00,LONG,29573.15,29782.92,1800,4.5,True,TP,1,NY open
2177,2021-01-27 15:00:00,2021-01-27 15:10:00,LONG,29782.92,29756.82,1800,-1.44,False,SL,2,NY open
2178,2021-01-28 07:10:00,2021-01-28 07:30:00,LONG,31274.87,31162.76,1800,-1.44,False,SL,4,London open
2179,2021-01-28 07:30:00,2021-01-28 07:35:00,LONG,31162.76,31269.23,1800,4.5,True,TP,1,London open
2180,2021-01-28 07:35:00,2021-01-28 07:45:00,LONG,31269.23,31223.93,1800,-1.44,False,SL,2,London open
2181,2021-01-28 07:45:00,2021-01-28 07:50:00,LONG,31223.93,31091.28,1800,-1.44,False,SL,1,London open
2182,2021-01-28 07:50:00,2021-01-28 07:55:00,LONG,31091.28,31170.53,1800,4.5,True,TP,1,London open
2183,2021-01-28 08:00:00,2021-01-28 08:05:00,LONG,31137.53,31220.21,1800,4.5,True,TP,1,London open
2184,2021-01-28 08:20:00,2021-01-28 08:30:00,LONG,31009.4,31088.44,1800,4.5,True,TP,2,London open
2185,2021-01-28 09:05:00,2021-01-28 09:15:00,LONG,30900.0,31165.34,1800,4.5,True,TP,2,London open
2186,2021-01-29 07:15:00,2021-01-29 07:25:00,LONG,32234.44,32184.99,1800,-1.44,False,SL,2,London open
2187,2021-01-29 07:25:00,2021-01-29 07:30:00,LONG,32184.99,31925.28,1800,-1.44,False,SL,1,London open
2188,2021-01-29 07:30:00,2021-01-29 07:35:00,LONG,31925.28,32111.44,1800,4.5,True,TP,1,London open
2189,2021-01-29 07:35:00,2021-01-29 07:40:00,LONG,32111.44,32042.66,1800,-1.44,False,SL,1,London open
2190,2021-01-29 07:40:00,2021-01-29 07:45:00,LONG,32042.66,32232.7,1800,4.5,True,TP,1,London open
2191,2021-01-30 16:05:00,2021-01-30 16:10:00,LONG,33787.68,33758.75,1800,-1.44,False,SL,1,NY open
2192,2021-01-30 16:10:00,2021-01-30 16:20:00,LONG,33758.75,33859.49,1800,4.5,True,TP,2,NY open
2193,2021-01-30 16:20:00,2021-01-30 16:25:00,LONG,33859.49,33543.02,1800,-1.44,False,SL,1,NY open
2194,2021-01-30 16:25:00,2021-01-30 16:30:00,LONG,33543.02,33772.44,1800,4.5,True,TP,1,out of session
2195,2021-01-31 07:50:00,2021-01-31 08:10:00,LONG,33581.64,33761.82,1800,4.5,True,TP,4,London open
2196,2021-01-31 08:45:00,2021-01-31 09:00:00,LONG,33515.33,33699.83,1800,4.5,True,TP,3,London open
2197,2021-01-31 09:20:00,2021-01-31 09:35:00,LONG,33504.98,33454.97,1800,-1.44,False,SL,3,London open
2198,2021-01-31 09:35:00,2021-01-31 09:50:00,LONG,33454.97,33392.51,1800,-1.44,False,SL,3,London open
2199,2021-01-31 09:50:00,2021-01-31 09:55:00,LONG,33392.51,33301.7,1800,-1.44,False,SL,1,London open
2200,2021-01-31 09:55:00,2021-01-31 10:00:00,LONG,33301.7,33408.67,1800,4.5,True,TP,1,out of session
2201,2021-01-31 14:05:00,2021-01-31 14:10:00,LONG,33643.37,33594.35,1800,-1.44,False,SL,1,NY open
2202,2021-01-31 14:10:00,2021-01-31 14:20:00,LONG,33594.35,33503.63,1800,-1.44,False,SL,2,NY open
2203,2021-01-31 14:20:00,2021-01-31 14:40:00,LONG,33503.63,33401.25,1800,-1.44,False,SL,4,NY open
2204,2021-01-31 14:40:00,2021-01-31 14:50:00,LONG,33401.25,33373.32,1800,-1.44,False,SL,2,NY open
2205,2021-01-31 14:50:00,2021-01-31 14:55:00,LONG,33373.32,33330.71,1800,-1.44,False,SL,1,NY open
2206,2021-01-31 14:55:00,2021-01-31 15:05:00,LONG,33330.71,33436.22,1800,4.5,True,TP,2,NY open
2207,2021-01-31 15:10:00,2021-01-31 15:15:00,LONG,33197.31,33126.2,1800,-1.44,False,SL,1,NY open
2208,2021-01-31 15:15:00,2021-01-31 15:25:00,LONG,33126.2,33045.43,1800,-1.44,False,SL,2,NY open
2209,2021-01-31 15:25:00,2021-01-31 15:30:00,LONG,33045.43,32931.92,1800,-1.44,False,SL,1,NY open
2210,2021-01-31 15:30:00,2021-01-31 15:35:00,LONG,32931.92,32741.99,1800,-1.44,False,SL,1,NY open
2211,2021-01-31 15:35:00,2021-01-31 15:45:00,LONG,32741.99,32688.12,1800,-1.44,False,SL,2,NY open
2212,2021-01-31 15:45:00,2021-01-31 15:55:00,LONG,32688.12,32862.66,1800,4.5,True,TP,2,NY open
2213,2021-01-31 16:00:00,2021-01-31 16:05:00,LONG,32717.57,33014.58,1800,4.5,True,TP,1,NY open
2214,2021-02-01 13:45:00,2021-02-01 14:10:00,LONG,33727.48,33435.09,1800,-1.44,False,SL,5,NY open
2215,2021-02-01 14:10:00,2021-02-01 14:15:00,LONG,33435.09,33543.71,1800,4.5,True,TP,1,NY open
2216,2021-02-01 15:50:00,2021-02-01 15:55:00,LONG,33289.6,33160.17,1800,-1.44,False,SL,1,NY open
2217,2021-02-01 15:55:00,2021-02-01 16:00:00,LONG,33160.17,33264.97,1800,4.5,True,TP,1,NY open
2218,2021-02-01 16:00:00,2021-02-01 16:15:00,LONG,33264.97,33396.17,1800,4.5,True,TP,3,NY open
2219,2021-02-02 14:20:00,2021-02-02 14:30:00,LONG,34531.96,34686.14,1800,4.5,True,TP,2,NY open
2220,2021-02-02 14:30:00,2021-02-02 14:50:00,LONG,34686.14,34785.44,1800,4.5,True,TP,4,NY open
2221,2021-02-03 07:35:00,2021-02-03 07:50:00,LONG,36414.79,36299.42,1800,-1.44,False,SL,3,London open
2222,2021-02-03 07:50:00,2021-02-03 08:00:00,LONG,36299.42,36111.42,1800,-1.44,False,SL,2,London open
2223,2021-02-03 08:00:00,2021-02-03 08:10:00,LONG,36111.42,35922.02,1800,-1.44,False,SL,2,London open
2224,2021-02-03 08:10:00,2021-02-03 08:20:00,LONG,35922.02,36052.26,1800,4.5,True,TP,2,London open
2225,2021-02-03 08:20:00,2021-02-03 08:30:00,LONG,36052.26,35870.11,1800,-1.44,False,SL,2,London open
2226,2021-02-03 08:30:00,2021-02-03 08:35:00,LONG,35870.11,35967.19,1800,4.5,True,TP,1,London open
2227,2021-02-03 08:35:00,2021-02-03 08:45:00,LONG,35967.19,36063.69,1800,4.5,True,TP,2,London open
2228,2021-02-03 09:05:00,2021-02-03 09:10:00,LONG,35858.59,35641.95,1800,-1.44,False,SL,1,London open
2229,2021-02-03 09:10:00,2021-02-03 09:15:00,LONG,35641.95,35562.31,1800,-1.44,False,SL,1,London open
2230,2021-02-03 09:15:00,2021-02-03 09:20:00,LONG,35562.31,35745.06,1800,4.5,True,TP,1,London open
2231,2021-02-04 07:55:00,2021-02-04 08:00:00,LONG,37843.4,37975.49,1800,4.5,True,TP,1,London open
2232,2021-02-04 09:05:00,2021-02-04 09:10:00,LONG,37194.22,37307.73,1800,4.5,True,TP,1,London open
2233,2021-02-04 09:10:00,2021-02-04 09:15:00,LONG,37307.73,37165.43,1800,-1.44,False,SL,1,London open
2234,2021-02-04 09:15:00,2021-02-04 09:20:00,LONG,37165.43,37347.18,1800,4.5,True,TP,1,London open
2235,2021-02-04 09:20:00,2021-02-04 09:25:00,LONG,37347.18,37175.54,1800,-1.44,False,SL,1,London open
2236,2021-02-04 09:25:00,2021-02-04 09:30:00,LONG,37175.54,37062.66,1800,-1.44,False,SL,1,London open
2237,2021-02-04 09:30:00,2021-02-04 09:45:00,LONG,37062.66,37294.04,1800,4.5,True,TP,3,London open
2238,2021-02-04 14:45:00,2021-02-04 14:55:00,LONG,36863.61,36795.15,1800,-1.44,False,SL,2,NY open
2239,2021-02-04 14:55:00,2021-02-04 15:10:00,LONG,36795.15,36620.52,1800,-1.44,False,SL,3,NY open
2240,2021-02-04 15:10:00,2021-02-04 15:15:00,LONG,36620.52,36542.69,1800,-1.44,False,SL,1,NY open
2241,2021-02-04 15:15:00,2021-02-04 15:20:00,LONG,36542.69,36306.72,1800,-1.44,False,SL,1,NY open
2242,2021-02-04 15:20:00,2021-02-04 15:30:00,LONG,36306.72,36444.87,1800,4.5,True,TP,2,NY open
2243,2021-02-04 15:30:00,2021-02-04 15:35:00,LONG,36444.87,36557.79,1800,4.5,True,TP,1,NY open
2244,2021-02-05 09:55:00,2021-02-05 10:00:00,LONG,37251.07,37349.03,1800,4.5,True,TP,1,out of session
2245,2021-02-07 14:00:00,2021-02-07 14:05:00,LONG,38406.92,38368.46,1800,-1.44,False,SL,1,NY open
2246,2021-02-07 14:05:00,2021-02-07 14:10:00,LONG,38368.46,38315.84,1800,-1.44,False,SL,1,NY open
2247,2021-02-07 14:10:00,2021-02-07 14:15:00,LONG,38315.84,38475.01,1800,4.5,True,TP,1,NY open
2248,2021-02-07 14:55:00,2021-02-07 15:10:00,LONG,38214.98,38042.39,1800,-1.44,False,SL,3,NY open
2249,2021-02-07 15:10:00,2021-02-07 15:15:00,LONG,38042.39,37709.16,1800,-1.44,False,SL,1,NY open
2250,2021-02-07 15:15:00,2021-02-07 15:25:00,LONG,37709.16,37835.66,1800,4.5,True,TP,2,NY open
2251,2021-02-07 15:25:00,2021-02-07 15:35:00,LONG,37835.66,37997.9,1800,4.5,True,TP,2,NY open
2252,2021-02-07 16:05:00,2021-02-07 16:10:00,LONG,37757.98,37559.99,1800,-1.44,False,SL,1,NY open
2253,2021-02-07 16:10:00,2021-02-07 16:25:00,LONG,37559.99,37742.84,1800,4.5,True,TP,3,NY open
2254,2021-02-09 08:20:00,2021-02-09 08:30:00,LONG,46882.25,46674.54,1800,-1.44,False,SL,2,London open
2255,2021-02-09 08:30:00,2021-02-09 08:35:00,LONG,46674.54,46791.84,1800,4.5,True,TP,1,London open
2256,2021-02-09 08:35:00,2021-02-09 08:45:00,LONG,46791.84,47087.44,1800,4.5,True,TP,2,London open
2257,2021-02-09 09:05:00,2021-02-09 09:10:00,LONG,46749.95,46682.78,1800,-1.44,False,SL,1,London open
2258,2021-02-09 09:10:00,2021-02-09 09:15:00,LONG,46682.78,46870.91,1800,4.5,True,TP,1,London open
2259,2021-02-09 09:30:00,2021-02-09 09:35:00,LONG,46156.44,46348.12,1800,4.5,True,TP,1,London open
2260,2021-02-09 09:35:00,2021-02-09 09:40:00,LONG,46348.12,46008.92,1800,-1.44,False,SL,1,London open
2261,2021-02-09 09:40:00,2021-02-09 09:45:00,LONG,46008.92,46447.68,1800,4.5,True,TP,1,London open
2262,2021-02-10 14:30:00,2021-02-10 14:35:00,LONG,45022.99,45327.27,1800,4.5,True,TP,1,NY open
2263,2021-02-10 14:45:00,2021-02-10 14:55:00,LONG,45144.83,44954.12,1800,-1.44,False,SL,2,NY open
2264,2021-02-10 14:55:00,2021-02-10 15:00:00,LONG,44954.12,44814.56,1800,-1.44,False,SL,1,NY open
2265,2021-02-10 15:00:00,2021-02-10 15:05:00,LONG,44814.56,44707.42,1800,-1.44,False,SL,1,NY open
2266,2021-02-10 15:05:00,2021-02-10 15:10:00,LONG,44707.42,45003.86,1800,4.5,True,TP,1,NY open
2267,2021-02-10 15:10:00,2021-02-10 15:15:00,LONG,45003.86,45128.74,1800,4.5,True,TP,1,NY open
2268,2021-02-10 15:20:00,2021-02-10 15:25:00,LONG,44842.96,44450.0,1800,-1.44,False,SL,1,NY open
2269,2021-02-10 15:25:00,2021-02-10 15:30:00,LONG,44450.0,44297.48,1800,-1.44,False,SL,1,NY open
2270,2021-02-10 15:30:00,2021-02-10 15:40:00,LONG,44297.48,44022.19,1800,-1.44,False,SL,2,NY open
2271,2021-02-10 15:40:00,2021-02-10 15:45:00,LONG,44022.19,43933.41,1800,-1.44,False,SL,1,NY open
2272,2021-02-10 15:45:00,2021-02-10 15:50:00,LONG,43933.41,44322.33,1800,4.5,True,TP,1,NY open
2273,2021-02-10 16:00:00,2021-02-10 16:05:00,LONG,44125.62,44426.97,1800,4.5,True,TP,1,NY open
2274,2021-02-12 14:20:00,2021-02-12 14:25:00,LONG,47576.89,47382.23,1800,-1.44,False,SL,1,NY open
2275,2021-02-12 14:25:00,2021-02-12 14:30:00,LONG,47382.23,47261.29,1800,-1.44,False,SL,1,NY open
2276,2021-02-12 14:30:00,2021-02-12 14:35:00,LONG,47261.29,46520.76,1800,-1.44,False,SL,1,NY open
2277,2021-02-12 14:35:00,2021-02-12 14:40:00,LONG,46520.76,46700.0,1800,4.5,True,TP,1,NY open
2278,2021-02-12 14:40:00,2021-02-12 14:45:00,LONG,46700.0,46483.39,1800,-1.44,False,SL,1,NY open
2279,2021-02-12 14:45:00,2021-02-12 14:50:00,LONG,46483.39,46418.52,1800,-1.44,False,SL,1,NY open
2280,2021-02-12 14:50:00,2021-02-12 14:55:00,LONG,46418.52,46547.5,1800,4.5,True,TP,1,NY open
2281,2021-02-12 14:55:00,2021-02-12 15:00:00,LONG,46547.5,46685.01,1800,4.5,True,TP,1,NY open
2282,2021-02-13 07:10:00,2021-02-13 07:30:00,LONG,47481.23,47400.01,1800,-1.44,False,SL,4,London open
2283,2021-02-13 07:35:00,2021-02-13 07:50:00,LONG,47232.46,47153.76,1800,-1.44,False,SL,3,London open
2284,2021-02-13 07:50:00,2021-02-13 07:55:00,LONG,47153.76,46995.72,1800,-1.44,False,SL,1,London open
2285,2021-02-13 07:55:00,2021-02-13 08:00:00,LONG,46995.72,46646.92,1800,-1.44,False,SL,1,London open
2286,2021-02-13 08:00:00,2021-02-13 08:05:00,LONG,46646.92,47028.03,1800,4.5,True,TP,1,London open
2287,2021-02-13 08:05:00,2021-02-13 08:10:00,LONG,47028.03,47239.93,1800,4.5,True,TP,1,London open
2288,2021-02-13 09:50:00,2021-02-13 10:05:00,LONG,47242.89,47203.97,1800,-1.44,False,SL,3,out of session
2289,2021-02-13 14:35:00,2021-02-13 14:45:00,LONG,46668.64,46818.8,1800,4.5,True,TP,2,NY open
2290,2021-02-14 08:40:00,2021-02-14 09:05:00,LONG,48603.35,48778.46,1800,4.5,True,TP,5,London open
2291,2021-02-14 13:35:00,2021-02-14 13:40:00,LONG,49140.58,49005.04,1800,-1.44,False,SL,1,NY open
2292,2021-02-14 13:40:00,2021-02-14 13:45:00,LONG,49005.04,48839.61,1800,-1.44,False,SL,1,NY open
2293,2021-02-14 13:45:00,2021-02-14 13:50:00,LONG,48839.61,48725.3,1800,-1.44,False,SL,1,NY open
2294,2021-02-14 13:50:00,2021-02-14 14:00:00,LONG,48725.3,48930.37,1800,4.5,True,TP,2,NY open
2295,2021-02-14 14:00:00,2021-02-14 14:05:00,LONG,48930.37,48875.29,1800,-1.44,False,SL,1,NY open
2296,2021-02-14 14:05:00,2021-02-14 14:10:00,LONG,48875.29,48827.7,1800,-1.44,False,SL,1,NY open
2297,2021-02-14 14:10:00,2021-02-14 14:15:00,LONG,48827.7,48950.42,1800,4.5,True,TP,1,NY open
2298,2021-02-14 14:45:00,2021-02-14 14:50:00,LONG,48497.44,48744.56,1800,4.5,True,TP,1,NY open
2299,2021-02-14 15:20:00,2021-02-14 15:25:00,LONG,48396.19,48271.0,1800,-1.44,False,SL,1,NY open
2300,2021-02-14 15:25:00,2021-02-14 15:40:00,LONG,48271.0,48528.86,1800,4.5,True,TP,3,NY open
2301,2021-02-15 14:25:00,2021-02-15 14:30:00,LONG,47829.99,47681.52,1800,-1.44,False,SL,1,NY open
2302,2021-02-15 14:30:00,2021-02-15 14:55:00,LONG,47681.52,47564.16,1800,-1.44,False,SL,5,NY open
2303,2021-02-15 14:55:00,2021-02-15 15:00:00,LONG,47564.16,47786.38,1800,4.5,True,TP,1,NY open
2304,2021-02-16 07:20:00,2021-02-16 07:25:00,LONG,48787.6,48733.6,1800,-1.44,False,SL,1,London open
2305,2021-02-16 13:35:00,2021-02-16 13:45:00,LONG,48970.42,49125.66,1800,4.5,True,TP,2,NY open
2306,2021-02-16 13:55:00,2021-02-16 14:00:00,LONG,48950.89,48781.49,1800,-1.44,False,SL,1,NY open
2307,2021-02-16 14:00:00,2021-02-16 14:15:00,LONG,48781.49,49002.5,1800,4.5,True,TP,3,NY open
2308,2021-02-16 15:50:00,2021-02-16 15:55:00,LONG,49037.67,48956.91,1800,-1.44,False,SL,1,NY open
2309,2021-02-16 15:55:00,2021-02-16 16:00:00,LONG,48956.91,49131.81,1800,4.5,True,TP,1,NY open
2310,2021-02-16 16:15:00,2021-02-16 16:20:00,LONG,48822.69,48990.2,1800,4.5,True,TP,1,NY open
2311,2021-02-16 16:20:00,2021-02-16 16:25:00,LONG,48990.2,48654.98,1800,-1.44,False,SL,1,NY open
2312,2021-02-16 16:25:00,2021-02-16 16:30:00,LONG,48654.98,48889.66,1800,4.5,True,TP,1,out of session
2313,2021-02-17 13:30:00,2021-02-17 13:35:00,LONG,50626.66,50777.9,1800,4.5,True,TP,1,NY open
2314,2021-02-17 16:15:00,2021-02-17 16:25:00,LONG,50854.42,50986.94,1800,4.5,True,TP,2,NY open
2315,2021-02-18 07:00:00,2021-02-18 07:15:00,LONG,51781.49,51615.47,1800,-1.44,False,SL,3,London open
2316,2021-02-18 07:15:00,2021-02-18 07:20:00,LONG,51615.47,51513.2,1800,-1.44,False,SL,1,London open
2317,2021-02-18 07:20:00,2021-02-18 07:25:00,LONG,51513.2,51408.56,1800,-1.44,False,SL,1,London open
2318,2021-02-18 07:25:00,2021-02-18 07:35:00,LONG,51408.56,51545.89,1800,4.5,True,TP,2,London open
2319,2021-02-18 07:35:00,2021-02-18 07:40:00,LONG,51545.89,51478.38,1800,-1.44,False,SL,1,London open
2320,2021-02-18 07:40:00,2021-02-18 07:50:00,LONG,51478.38,51930.01,1800,4.5,True,TP,2,London open
2321,2021-02-18 09:15:00,2021-02-18 09:25:00,LONG,51502.34,51638.92,1800,4.5,True,TP,2,London open
2322,2021-02-18 15:40:00,2021-02-18 15:45:00,LONG,51641.35,51524.96,1800,-1.44,False,SL,1,NY open
2323,2021-02-18 15:45:00,2021-02-18 16:00:00,LONG,51524.96,51730.0,1800,4.5,True,TP,3,NY open
2324,2021-02-20 07:15:00,2021-02-20 07:35:00,LONG,55636.18,55487.49,1800,-1.44,False,SL,4,London open
2325,2021-02-20 07:35:00,2021-02-20 07:40:00,LONG,55487.49,55324.06,1800,-1.44,False,SL,1,London open
2326,2021-02-20 07:40:00,2021-02-20 07:55:00,LONG,55324.06,55207.92,1800,-1.44,False,SL,3,London open
2327,2021-02-20 07:55:00,2021-02-20 08:00:00,LONG,55207.92,55443.81,1800,4.5,True,TP,1,London open
2328,2021-02-20 09:10:00,2021-02-20 09:20:00,LONG,55185.48,55481.42,1800,4.5,True,TP,2,London open
2329,2021-02-20 14:45:00,2021-02-20 14:50:00,LONG,57039.15,56709.0,1800,-1.44,False,SL,1,NY open
2330,2021-02-20 14:50:00,2021-02-20 14:55:00,LONG,56709.0,56280.83,1800,-1.44,False,SL,1,NY open
2331,2021-02-20 14:55:00,2021-02-20 15:00:00,LONG,56280.83,56510.42,1800,4.5,True,TP,1,NY open
2332,2021-02-20 15:00:00,2021-02-20 15:05:00,LONG,56510.42,56717.11,1800,4.5,True,TP,1,NY open
2333,2021-02-20 15:05:00,2021-02-20 15:15:00,LONG,56717.11,56276.14,1800,-1.44,False,SL,2,NY open
2334,2021-02-20 15:15:00,2021-02-20 15:20:00,LONG,56276.14,56100.0,1800,-1.44,False,SL,1,NY open
2335,2021-02-20 15:20:00,2021-02-20 15:30:00,LONG,56100.0,56272.9,1800,4.5,True,TP,2,NY open
2336,2021-02-20 15:30:00,2021-02-20 15:35:00,LONG,56272.9,56045.01,1800,-1.44,False,SL,1,NY open
2337,2021-02-20 15:35:00,2021-02-20 15:45:00,LONG,56045.01,56189.05,1800,4.5,True,TP,2,NY open
2338,2021-02-21 07:15:00,2021-02-21 07:20:00,LONG,56300.06,55945.0,1800,-1.44,False,SL,1,London open
2339,2021-02-21 07:20:00,2021-02-21 07:30:00,LONG,55945.0,56222.07,1800,4.5,True,TP,2,London open
2340,2021-02-21 16:05:00,2021-02-21 16:25:00,LONG,57139.68,57434.74,1800,4.5,True,TP,4,NY open
2341,2021-02-22 08:35:00,2021-02-22 08:50:00,LONG,55725.0,55650.0,1800,-1.44,False,SL,3,London open
2342,2021-02-22 08:50:00,2021-02-22 08:55:00,LONG,55650.0,55480.8,1800,-1.44,False,SL,1,London open
2343,2021-02-22 08:55:00,2021-02-22 09:05:00,LONG,55480.8,55728.1,1800,4.5,True,TP,2,London open
2344,2021-02-22 09:10:00,2021-02-22 09:25:00,LONG,55596.11,55740.33,1800,4.5,True,TP,3,London open
2345,2021-02-22 09:35:00,2021-02-22 09:40:00,LONG,55249.28,55423.57,1800,4.5,True,TP,1,London open
2346,2021-02-22 09:50:00,2021-02-22 10:00:00,LONG,54797.26,54545.17,1800,-1.44,False,SL,2,out of session
2347,2021-02-22 13:45:00,2021-02-22 13:50:00,LONG,52982.62,52504.84,1800,-1.44,False,SL,1,NY open
2348,2021-02-22 13:50:00,2021-02-22 13:55:00,LONG,52504.84,52070.47,1800,-1.44,False,SL,1,NY open
2349,2021-02-22 13:55:00,2021-02-22 14:00:00,LONG,52070.47,52469.49,1800,4.5,True,TP,1,NY open
2350,2021-02-22 14:00:00,2021-02-22 14:05:00,LONG,52469.49,51700.0,1800,-1.44,False,SL,1,NY open
2351,2021-02-22 14:05:00,2021-02-22 14:10:00,LONG,51700.0,50517.37,1800,-1.44,False,SL,1,NY open
2352,2021-02-22 14:10:00,2021-02-22 14:15:00,LONG,50517.37,49920.1,1800,-1.44,False,SL,1,NY open
2353,2021-02-22 14:15:00,2021-02-22 14:20:00,LONG,49920.1,51078.5,1800,4.5,True,TP,1,NY open
2354,2021-02-22 14:20:00,2021-02-22 14:25:00,LONG,51078.5,51405.4,1800,4.5,True,TP,1,NY open
2355,2021-02-22 14:25:00,2021-02-22 14:30:00,LONG,51405.4,51929.83,1800,4.5,True,TP,1,NY open
2356,2021-02-23 07:20:00,2021-02-23 07:25:00,LONG,49717.13,49942.8,1800,4.5,True,TP,1,London open
2357,2021-02-23 08:10:00,2021-02-23 08:15:00,LONG,48424.18,48279.79,1800,-1.44,False,SL,1,London open
2358,2021-02-23 08:15:00,2021-02-23 08:20:00,LONG,48279.79,48169.75,1800,-1.44,False,SL,1,London open
2359,2021-02-23 08:20:00,2021-02-23 08:25:00,LONG,48169.75,47570.04,1800,-1.44,False,SL,1,London open
2360,2021-02-23 08:25:00,2021-02-23 08:30:00,LONG,47570.04,48529.83,1800,4.5,True,TP,1,London open
2361,2021-02-23 08:30:00,2021-02-23 08:35:00,LONG,48529.83,48807.74,1800,4.5,True,TP,1,London open
2362,2021-02-23 08:40:00,2021-02-23 08:50:00,LONG,47963.44,47803.75,1800,-1.44,False,SL,2,London open
2363,2021-02-23 08:50:00,2021-02-23 08:55:00,LONG,47803.75,46565.18,1800,-1.44,False,SL,1,London open
2364,2021-02-23 08:55:00,2021-02-23 09:00:00,LONG,46565.18,47088.32,1800,4.5,True,TP,1,London open
2365,2021-02-23 09:00:00,2021-02-23 09:05:00,LONG,47088.32,45736.77,1800,-1.44,False,SL,1,London open
2366,2021-02-23 09:05:00,2021-02-23 09:10:00,LONG,45736.77,46986.47,1800,4.5,True,TP,1,London open
2367,2021-02-23 09:10:00,2021-02-23 09:15:00,LONG,46986.47,47757.92,1800,4.5,True,TP,1,London open
2368,2021-02-23 14:35:00,2021-02-23 14:40:00,LONG,47296.14,46667.72,1800,-1.44,False,SL,1,NY open
2369,2021-02-23 14:40:00,2021-02-23 14:45:00,LONG,46667.72,46252.64,1800,-1.44,False,SL,1,NY open
2370,2021-02-23 14:45:00,2021-02-23 14:50:00,LONG,46252.64,46717.31,1800,4.5,True,TP,1,NY open
2371,2021-02-23 14:50:00,2021-02-23 14:55:00,LONG,46717.31,46978.18,1800,4.5,True,TP,1,NY open
2372,2021-02-23 14:55:00,2021-02-23 15:00:00,LONG,46978.18,48114.97,1800,4.5,True,TP,1,NY open
2373,2021-02-24 07:10:00,2021-02-24 07:15:00,LONG,49552.56,49734.92,1800,4.5,True,TP,1,London open
2374,2021-02-24 13:30:00,2021-02-24 13:40:00,LONG,49152.03,49453.55,1800,4.5,True,TP,2,NY open
2375,2021-02-24 13:40:00,2021-02-24 13:45:00,LONG,49453.55,49694.21,1800,4.5,True,TP,1,NY open
2376,2021-02-24 15:10:00,2021-02-24 15:15:00,LONG,48914.08,48723.07,1800,-1.44,False,SL,1,NY open
2377,2021-02-25 08:20:00,2021-02-25 08:50:00,LONG,49956.36,49827.05,1800,-1.44,False,SL,6,London open
2378,2021-02-25 08:50:00,2021-02-25 08:55:00,LONG,49827.05,49700.0,1800,-1.44,False,SL,1,London open
2379,2021-02-25 08:55:00,2021-02-25 09:05:00,LONG,49700.0,49238.91,1800,-1.44,False,SL,2,London open
2380,2021-02-25 09:05:00,2021-02-25 09:15:00,LONG,49238.91,49103.22,1800,-1.44,False,SL,2,London open
2381,2021-02-25 09:15:00,2021-02-25 09:20:00,LONG,49103.22,48904.66,1800,-1.44,False,SL,1,London open
2382,2021-02-25 09:20:00,2021-02-25 09:35:00,LONG,48904.66,49138.46,1800,4.5,True,TP,3,London open
2383,2021-02-25 09:40:00,2021-02-25 09:45:00,LONG,48773.8,49058.11,1800,4.5,True,TP,1,London open
2384,2021-02-25 14:25:00,2021-02-25 14:30:00,LONG,50851.58,51125.64,1800,4.5,True,TP,1,NY open
2385,2021-02-25 14:40:00,2021-02-25 14:50:00,LONG,50712.08,50886.9,1800,4.5,True,TP,2,NY open
2386,2021-02-25 14:50:00,2021-02-25 14:55:00,LONG,50886.9,50830.88,1800,-1.44,False,SL,1,NY open
2387,2021-02-25 15:45:00,2021-02-25 15:50:00,LONG,50599.99,50771.0,1800,4.5,True,TP,1,NY open
2388,2021-02-26 07:15:00,2021-02-26 07:20:00,LONG,45400.0,45223.57,1800,-1.44,False,SL,1,London open
2389,2021-02-26 07:20:00,2021-02-26 07:25:00,LONG,45223.57,45381.11,1800,4.5,True,TP,1,London open
2390,2021-02-26 07:25:00,2021-02-26 07:30:00,LONG,45381.11,45147.13,1800,-1.44,False,SL,1,London open
2391,2021-02-26 07:30:00,2021-02-26 07:35:00,LONG,45147.13,44623.85,1800,-1.44,False,SL,1,London open
2392,2021-02-26 07:35:00,2021-02-26 07:40:00,LONG,44623.85,44397.85,1800,-1.44,False,SL,1,London open
2393,2021-02-26 07:40:00,2021-02-26 07:45:00,LONG,44397.85,44611.9,1800,4.5,True,TP,1,London open
2394,2021-02-26 07:45:00,2021-02-26 07:50:00,LONG,44611.9,44367.97,1800,-1.44,False,SL,1,London open
2395,2021-02-26 07:50:00,2021-02-26 07:55:00,LONG,44367.97,44973.68,1800,4.5,True,TP,1,London open
2396,2021-02-26 13:40:00,2021-02-26 13:45:00,LONG,46182.55,46510.48,1800,4.5,True,TP,1,NY open
2397,2021-02-26 13:55:00,2021-02-26 14:00:00,LONG,45958.41,46305.13,1800,4.5,True,TP,1,NY open
2398,2021-02-27 07:00:00,2021-02-27 07:10:00,LONG,47057.52,47187.04,1800,4.5,True,TP,2,London open
2399,2021-02-27 07:10:00,2021-02-27 07:20:00,LONG,47187.04,47334.12,1800,4.5,True,TP,2,London open
2400,2021-02-27 07:30:00,2021-02-27 07:40:00,LONG,47147.26,47069.62,1800,-1.44,False,SL,2,London open
2401,2021-02-27 07:40:00,2021-02-27 07:45:00,LONG,47069.62,47193.64,1800,4.5,True,TP,1,London open
2402,2021-02-27 08:20:00,2021-02-27 08:25:00,LONG,46713.33,46552.38,1800,-1.44,False,SL,1,London open
2403,2021-02-27 08:25:00,2021-02-27 08:30:00,LONG,46552.38,46708.7,1800,4.5,True,TP,1,London open
