date,entry,exit_price,pnl,win,bars_held,stop_hit,tp_hit,score,rsi,bb_pct,bb_width,vwap_dist,vol_spike,mom3,atr_pct,hour,weekday,above_ema50,above_ema200,ema50_gt_200,fresh_cross,below_vwap
2020-01-02 17:45,6967.55,6957.04,-0.1508,False,3,True,False,2.0,18.29,0.269,0.0411,-0.0065,0.34,0.00188,0.00492,17,3,0,0,0,0,1
2020-01-02 18:00,6957.04,6975.38,0.2636,True,4,False,True,2.0,24.61,0.293,0.0373,-0.00696,0.71,-0.00151,0.00399,18,3,0,0,0,0,1
2020-01-02 20:10,6969.8,6953.15,-0.2389,False,2,True,False,2.0,50.72,0.195,0.0038,-0.00116,0.5,-0.00193,0.00153,20,3,0,0,0,0,1
2020-01-02 20:20,6953.15,6975.62,0.3232,True,16,False,True,3.0,29.83,-0.145,0.0051,-0.00324,1.71,-0.00302,0.00153,20,3,0,0,0,0,1
2020-01-03 07:45,7196.75,7190.89,-0.0814,False,1,True,False,2.5,46.7,0.18,0.005,-0.00176,0.97,-0.00348,0.00198,7,4,1,1,1,0,1
2020-01-03 07:50,7190.89,7215.67,0.3446,True,2,False,True,2.5,47.21,0.075,0.0054,-0.00242,1.5,-0.00317,0.00202,7,4,1,1,1,0,1
2020-01-03 12:30,7319.3,7305.99,-0.1818,False,3,True,False,2.5,46.37,0.186,0.005,-0.00146,1.44,-0.00284,0.00214,12,4,1,1,1,0,1
2020-01-03 12:45,7305.99,7324.73,0.2565,True,4,False,True,2.0,43.09,-0.089,0.0055,-0.00332,1.44,-0.00182,0.0022,12,4,1,1,1,0,1
2020-01-03 14:00,7284.61,7273.18,-0.1569,False,1,True,False,2.0,39.96,-0.195,0.0078,-0.00541,6.37,-0.00637,0.00267,14,4,0,1,1,0,1
2020-01-03 14:05,7273.18,7245.89,-0.3752,False,2,True,False,3.0,32.9,-0.17,0.0097,-0.00605,2.33,-0.01071,0.00285,14,4,0,1,1,0,1
