date,entry,exit_price,pnl,win,bars_held,stop_hit,tp_hit,score,rsi,bb_pct,bb_width,vwap_dist,vol_spike,mom3,atr_pct,hour,weekday,above_ema50,above_ema200,ema50_gt_200,fresh_cross,below_vwap
2021-05-03 20:40,56960.9,56882.38,-0.1378,False,2,True,False,2.0,35.1,0.043,0.0158,-0.00545,1.07,-0.00652,0.00349,20,0,0,0,0,0,1
2021-05-03 20:50,56882.38,56783.94,-0.1731,False,1,True,False,2.0,35.66,0.054,0.017,-0.0059,0.89,0.00147,0.00399,20,0,0,0,0,0,1
2021-05-03 20:55,56783.94,56732.73,-0.0902,False,2,True,False,3.0,34.6,0.035,0.0187,-0.00702,0.97,-0.00311,0.00417,20,0,0,0,0,0,1
2021-05-04 07:45,55955.52,55615.71,-0.6073,False,5,True,False,2.5,44.41,0.176,0.0077,-0.00238,1.43,-0.00222,0.00259,7,1,0,0,0,0,1
2021-05-04 08:10,55615.71,55890.99,0.495,True,4,False,True,3.0,24.49,-0.196,0.0113,-0.00711,2.94,-0.00541,0.003,8,1,0,0,0,0,1
2021-05-04 08:30,55890.99,55782.66,-0.1938,False,1,True,False,2.0,37.13,0.364,0.0144,-0.00118,1.57,0.00266,0.00328,8,1,0,0,0,0,1
2021-05-04 08:35,55782.66,55616.72,-0.2975,False,1,True,False,2.0,34.57,0.254,0.0148,-0.003,0.67,0.00185,0.0034,8,1,0,0,0,0,1
2021-05-04 08:40,55616.72,55797.86,0.3257,True,1,False,True,3.0,32.44,0.105,0.0154,-0.00553,1.34,-0.00214,0.00363,8,1,0,0,0,0,1
2021-05-04 11:15,56021.46,56185.97,0.2937,True,3,False,True,3.5,34.5,-0.006,0.0098,-0.00506,1.58,-0.00607,0.00311,11,1,0,0,0,0,1
2021-05-04 11:40,56032.04,55968.16,-0.114,False,1,True,False,3.0,29.31,0.068,0.0106,-0.00458,1.42,-0.00193,0.00288,11,1,0,0,0,0,1
2021-05-04 11:45,55968.16,56143.42,0.3131,True,2,False,True,3.0,30.87,0.041,0.0117,-0.00553,0.79,-0.00388,0.00287,11,1,0,0,0,0,1
2021-05-04 12:00,56092.69,55672.34,-0.7494,False,1,True,False,2.0,34.63,0.296,0.0104,-0.002,1.01,0.00223,0.00315,12,1,0,0,0,0,1
2021-05-04 12:05,55672.34,55929.97,0.4628,True,5,False,True,3.0,24.03,-0.185,0.0131,-0.00866,2.19,-0.0066,0.00362,12,1,0,0,0,0,1
2021-05-04 13:40,55616.57,55490.78,-0.2262,False,1,True,False,2.0,37.15,0.11,0.0119,-0.0044,1.17,-0.00483,0.00345,13,1,0,0,0,0,1
2021-05-04 13:45,55490.78,55438.22,-0.0947,False,3,True,False,3.0,33.58,-0.016,0.0131,-0.00627,1.42,-0.00505,0.00344,13,1,0,0,0,0,1
2021-05-04 14:00,55438.22,55130.03,-0.5559,False,1,True,False,3.0,20.08,0.064,0.0163,-0.00609,1.42,-0.00095,0.00352,14,1,0,0,0,0,1
2021-05-04 14:05,55130.03,55448.56,0.5778,True,2,False,True,3.0,14.24,-0.108,0.0198,-0.01091,1.52,-0.00733,0.00385,14,1,0,0,0,0,1
2021-05-04 14:15,55448.56,55323.98,-0.2247,False,2,True,False,3.0,33.17,0.26,0.0221,-0.00281,1.71,0.00019,0.0045,14,1,0,0,0,0,1
2021-05-04 14:25,55323.98,55050.01,-0.4952,False,1,True,False,2.0,25.89,0.201,0.0202,-0.00376,1.44,0.00161,0.00477,14,1,0,0,0,0,1
2021-05-04 14:30,55050.01,54819.36,-0.419,False,1,True,False,3.0,22.24,0.031,0.0216,-0.00806,0.89,-0.00719,0.00498,14,1,0,0,0,0,1
2021-05-04 14:35,54819.36,54744.2,-0.1371,False,1,True,False,3.0,20.3,-0.051,0.024,-0.01012,3.01,-0.01113,0.00571,14,1,0,0,0,0,1
2021-05-04 14:40,54744.2,54950.0,0.3759,True,1,False,True,3.0,20.75,-0.009,0.0266,-0.01051,1.45,-0.01048,0.00585,14,1,0,0,0,0,1
2021-05-04 14:45,54950.0,54825.01,-0.2275,False,2,True,False,3.0,29.33,0.168,0.0271,-0.0061,1.08,-0.00182,0.00618,14,1,0,0,0,0,1
2021-05-04 14:55,54825.01,54339.98,-0.8847,False,2,True,False,3.0,33.03,0.142,0.0262,-0.00749,0.63,0.00148,0.0063,14,1,0,0,0,0,1
2021-05-04 15:05,54339.98,54134.68,-0.3778,False,1,True,False,3.0,25.88,-0.069,0.0277,-0.01438,1.4,-0.01249,0.00657,15,1,0,0,0,0,1
2021-05-04 15:10,54134.68,53952.52,-0.3365,False,1,True,False,3.0,24.0,-0.08,0.0311,-0.0167,1.5,-0.01259,0.00698,15,1,0,0,0,0,1
2021-05-04 15:15,53952.52,53858.09,-0.175,False,1,True,False,3.0,25.27,-0.07,0.0346,-0.01688,2.56,-0.01544,0.00735,15,1,0,0,0,0,1
2021-05-04 15:20,53858.09,54242.65,0.714,True,1,False,True,3.0,20.94,-0.021,0.0381,-0.01699,1.24,-0.00887,0.00752,15,1,0,0,0,0,1
2021-05-04 15:25,54242.65,54449.95,0.3822,True,3,False,True,3.0,26.27,0.196,0.0386,-0.00896,0.86,0.00199,0.00731,15,1,0,0,0,0,1
2021-05-04 15:55,53799.33,54018.78,0.4079,True,1,False,True,3.0,29.42,0.104,0.0347,-0.01224,0.89,-0.01195,0.007,15,1,0,0,0,0,1
2021-05-04 16:00,54018.78,53840.93,-0.3292,False,3,True,False,2.0,32.84,0.238,0.0322,-0.00701,1.53,-0.00838,0.00731,16,1,0,0,0,0,1
2021-05-04 16:15,53840.93,53983.56,0.2649,True,1,False,True,2.0,40.54,0.183,0.0278,-0.00748,0.65,-0.00329,0.00722,16,1,0,0,0,0,1
2021-05-04 16:30,53675.41,53539.75,-0.2527,False,2,True,False,2.0,46.59,0.099,0.0227,-0.00822,0.93,-0.00307,0.00638,16,1,0,0,0,0,1
2021-05-04 16:40,53539.75,53398.91,-0.2631,False,1,True,False,3.0,32.53,0.024,0.0197,-0.00917,0.56,-0.00889,0.00619,16,1,0,0,0,0,1
2021-05-04 16:45,53398.91,53738.46,0.6359,True,1,False,True,3.0,32.35,-0.012,0.0217,-0.01043,1.44,-0.00515,0.00653,16,1,0,0,0,0,1
2021-05-04 20:20,54150.83,53981.72,-0.3123,False,1,True,False,2.5,44.01,-0.155,0.0085,-0.00581,1.15,-0.00632,0.00321,20,1,0,0,0,0,1
2021-05-04 20:25,53981.72,54197.99,0.4006,True,2,False,True,2.0,35.41,-0.226,0.0112,-0.00817,1.66,-0.01152,0.00341,20,1,0,0,0,0,1
2021-05-04 20:50,54792.55,54727.01,-0.1196,False,1,True,False,2.0,58.67,0.999,0.0147,0.00753,1.55,0.01097,0.00396,20,1,1,0,0,1,0
2021-05-05 10:15,55153.76,55080.75,-0.1324,False,1,True,False,2.5,43.6,0.1,0.0062,-0.00282,1.38,-0.00431,0.00286,10,2,1,1,1,0,1
2021-05-05 10:20,55080.75,55395.42,0.5713,True,2,False,True,2.5,41.0,-0.013,0.0071,-0.00397,1.32,-0.00392,0.00296,10,2,1,1,1,0,1
2021-05-05 12:00,55137.56,55280.0,0.2583,True,2,False,True,2.0,17.39,0.242,0.0119,-0.00329,1.0,-0.00123,0.00291,12,2,0,1,1,0,1
2021-05-05 12:15,55639.14,55593.78,-0.0815,False,1,True,False,2.0,62.97,0.951,0.0131,0.00554,1.91,0.0091,0.00303,12,2,1,1,1,1,0
2021-05-05 17:10,57428.43,57582.94,0.269,True,2,False,True,2.5,32.76,0.457,0.013,-0.00205,0.48,0.00024,0.00419,17,2,1,1,1,0,1
2021-05-05 17:40,57312.58,57250.0,-0.1092,False,10,True,False,2.5,45.95,0.185,0.009,-0.00394,0.77,-0.00387,0.0032,17,2,1,1,1,0,1
2021-05-05 18:30,57250.0,57081.99,-0.2935,False,2,True,False,3.0,30.91,0.118,0.0062,-0.00254,0.72,-0.00066,0.00284,18,2,1,1,1,0,1
2021-05-05 18:40,57081.99,57286.44,0.3582,True,1,False,True,3.0,33.05,-0.158,0.0077,-0.00527,1.43,-0.00414,0.00301,18,2,0,1,1,0,1
2021-05-05 19:30,57144.1,57076.51,-0.1183,False,3,True,False,2.0,44.81,0.053,0.0065,-0.00295,0.77,-0.00446,0.00308,19,2,0,1,1,0,1
2021-05-05 19:45,57076.51,56960.07,-0.204,False,4,True,False,2.0,38.45,0.037,0.0074,-0.00341,1.76,-0.00118,0.00301,19,2,0,1,1,0,1
2021-05-05 20:05,56960.07,57238.47,0.4888,True,1,False,True,3.0,33.62,-0.001,0.0092,-0.00441,1.02,-0.00351,0.00278,20,2,0,1,1,0,1
2021-05-05 20:15,56701.59,56875.16,0.3061,True,1,False,True,3.0,34.84,-0.214,0.0119,-0.00819,1.82,-0.00581,0.00345,20,2,0,1,1,0,1
2021-05-05 20:20,56875.16,56800.01,-0.1321,False,1,True,False,2.0,35.9,0.086,0.0128,-0.00481,1.14,-0.00149,0.00353,20,2,0,1,1,0,1
2021-05-05 20:25,56800.01,56679.07,-0.2129,False,2,True,False,3.0,34.23,0.057,0.014,-0.00553,1.54,-0.00766,0.00376,20,2,0,1,1,0,1
2021-05-05 20:35,56679.07,56849.93,0.3015,True,2,False,True,2.0,35.19,0.026,0.0157,-0.00686,1.09,-0.00345,0.00405,20,2,0,1,1,0,1
2021-05-06 07:00,56681.97,56630.0,-0.0917,False,2,True,False,4.0,32.78,0.179,0.0145,-0.00307,1.97,0.00012,0.00339,7,3,0,0,1,0,1
2021-05-06 07:10,56630.0,56798.19,0.297,True,3,False,True,3.0,33.59,0.186,0.015,-0.00342,0.99,0.00075,0.00347,7,3,0,0,1,0,1
2021-05-06 11:25,57831.22,58024.42,0.3341,True,2,False,True,2.5,33.58,0.469,0.0227,-0.00117,0.56,0.00019,0.00326,11,3,1,1,1,0,1
2021-05-06 12:10,57748.53,57662.48,-0.149,False,1,True,False,2.5,36.91,0.06,0.0077,-0.00355,1.04,-0.00413,0.003,12,3,1,1,1,0,1
2021-05-06 12:15,57662.48,57578.59,-0.1455,False,6,True,False,2.5,40.08,-0.065,0.0078,-0.00447,1.42,-0.00438,0.00291,12,3,1,1,1,0,1
2021-05-06 12:45,57578.59,57399.54,-0.311,False,4,True,False,3.0,22.34,0.02,0.0093,-0.00454,1.04,-0.00247,0.0027,12,3,0,1,1,0,1
2021-05-06 13:05,57399.54,57320.48,-0.1377,False,3,True,False,3.0,19.85,-0.033,0.0124,-0.00658,1.38,-0.00426,0.00306,13,3,0,1,1,0,1
2021-05-06 13:20,57320.48,57271.31,-0.0858,False,7,True,False,3.0,26.32,0.051,0.0142,-0.00604,1.21,-0.00138,0.00321,13,3,0,1,1,0,1
2021-05-06 13:55,57271.31,57199.99,-0.1245,False,1,True,False,3.0,31.9,0.131,0.0113,-0.00404,1.38,-0.00207,0.00347,13,3,0,1,1,0,1
2021-05-06 14:00,57199.99,57048.24,-0.2653,False,1,True,False,3.0,23.93,0.077,0.0117,-0.00494,0.79,-0.00418,0.00356,14,3,0,1,1,0,1
2021-05-06 14:05,57048.24,57264.33,0.3788,True,4,False,True,3.0,20.9,-0.059,0.0124,-0.00712,0.64,-0.00697,0.00359,14,3,0,0,1,0,1
2021-05-06 15:00,57045.95,56966.85,-0.1387,False,1,True,False,3.0,34.71,0.097,0.0088,-0.00343,1.39,-0.00495,0.00362,15,3,0,0,1,0,1
2021-05-06 15:05,56966.85,57265.96,0.5251,True,8,False,True,2.0,37.51,0.022,0.0095,-0.0044,1.29,-0.00557,0.00337,15,3,0,0,1,0,1
2021-05-06 15:50,56800.37,57088.49,0.5073,True,1,False,True,2.0,39.05,-0.067,0.0096,-0.00519,2.76,-0.00267,0.00372,15,3,0,0,1,0,1
2021-05-06 16:05,56919.94,57156.5,0.4156,True,1,False,True,2.0,44.26,0.188,0.0097,-0.00286,1.12,0.00211,0.00416,16,3,0,0,1,0,1
2021-05-06 16:20,57469.34,57261.48,-0.3617,False,1,True,False,2.0,58.97,1.087,0.011,0.00662,1.53,0.00965,0.00413,16,3,1,1,1,1,0
2021-05-06 16:45,56798.48,56718.03,-0.1416,False,2,True,False,2.0,47.13,0.05,0.011,-0.00505,1.09,-0.00549,0.00455,16,3,0,0,1,0,1
2021-05-06 16:55,56718.03,56935.68,0.3837,True,1,False,True,2.0,39.4,0.038,0.0128,-0.006,0.72,-0.00636,0.00477,16,3,0,0,1,0,1
2021-05-06 17:30,56974.89,56891.12,-0.147,False,1,True,False,2.0,31.3,0.414,0.0121,-0.00125,0.81,-0.00046,0.00322,17,3,0,0,0,0,1
2021-05-06 17:35,56891.12,56777.0,-0.2006,False,4,True,False,2.0,34.54,0.31,0.0122,-0.00271,0.51,-0.00156,0.00307,17,3,0,0,0,0,1
2021-05-06 18:00,56680.97,56838.08,0.2772,True,2,False,True,2.0,41.17,0.037,0.0098,-0.00482,1.32,-0.00361,0.00272,18,3,0,0,0,0,1
2021-05-06 18:25,56698.29,55834.3,-1.5238,False,1,True,False,3.0,32.62,0.056,0.0069,-0.00281,1.57,-0.00246,0.00273,18,3,0,0,0,0,1
2021-05-06 18:30,55834.3,55730.0,-0.1868,False,1,True,False,3.0,16.57,-0.479,0.0177,-0.01443,5.06,-0.01808,0.00432,18,3,0,0,0,0,1
2021-05-06 18:35,55730.0,55614.44,-0.2074,False,1,True,False,3.0,15.61,-0.243,0.0247,-0.01401,3.04,-0.01876,0.00481,18,3,0,0,0,0,1
2021-05-06 18:40,55614.44,55867.63,0.4553,True,1,False,True,3.0,14.72,-0.13,0.0305,-0.01394,2.52,-0.01912,0.00496,18,3,0,0,0,0,1
2021-05-06 18:45,55867.63,55753.57,-0.2042,False,2,True,False,4.0,25.6,0.081,0.0329,-0.00797,2.25,0.0006,0.00538,18,3,0,0,0,0,1
2021-05-06 18:55,55753.57,55903.43,0.2688,True,1,False,True,4.0,24.51,0.118,0.0364,-0.00827,1.51,0.0025,0.00558,18,3,0,0,0,0,1
2021-05-06 19:00,55903.43,55753.96,-0.2674,False,1,True,False,2.0,27.96,0.221,0.037,-0.00505,1.01,0.00064,0.00579,19,3,0,0,0,0,1
2021-05-06 19:05,55753.96,55641.4,-0.2019,False,1,True,False,3.0,28.0,0.185,0.0378,-0.0072,0.85,-0.00323,0.00599,19,3,0,0,0,0,1
2021-05-06 19:10,55641.4,55340.54,-0.5407,False,1,True,False,3.0,27.8,0.17,0.0386,-0.00818,1.42,-0.00201,0.00614,19,3,0,0,0,0,1
2021-05-06 19:15,55340.54,55523.83,0.3312,True,1,False,True,3.0,20.61,0.09,0.0407,-0.01218,1.89,-0.01007,0.00649,19,3,0,0,0,0,1
2021-05-06 19:20,55523.83,55837.16,0.5643,True,2,False,True,2.0,25.38,0.202,0.0409,-0.00819,0.85,-0.00413,0.00659,19,3,0,0,0,0,1
2021-05-06 19:30,55837.16,56123.35,0.5125,True,3,False,True,2.0,33.43,0.381,0.0382,-0.00154,0.6,0.00897,0.00677,19,3,0,0,0,0,1
2021-05-07 07:40,55941.83,55809.89,-0.2359,False,1,True,False,2.5,48.25,0.159,0.0058,-0.00198,1.03,-0.00527,0.00263,7,4,0,0,0,0,1
2021-05-07 07:45,55809.89,55588.21,-0.3972,False,5,True,False,2.0,43.39,-0.095,0.007,-0.00428,1.27,-0.00415,0.00279,7,4,0,0,0,0,1
2021-05-07 08:10,55588.21,55759.1,0.3074,True,2,False,True,3.0,30.91,-0.122,0.0115,-0.00711,1.19,-0.00319,0.00349,8,4,0,0,0,0,1
2021-05-07 08:35,55646.16,55905.14,0.4654,True,2,False,True,3.0,29.17,0.143,0.0129,-0.00478,0.74,-0.00203,0.00362,8,4,0,0,0,0,1
2021-05-07 11:10,56309.59,56619.61,0.5506,True,3,False,True,2.5,33.82,0.229,0.0081,-0.00242,0.74,-0.00161,0.00266,11,4,1,1,0,0,1
2021-05-07 12:20,56304.7,56464.09,0.2831,True,1,False,True,2.0,49.81,0.148,0.009,-0.0034,1.43,-0.00106,0.0032,12,4,0,1,1,0,1
2021-05-07 12:30,56904.06,57400.0,0.8715,True,1,False,True,2.0,64.33,1.163,0.0109,0.00692,1.95,0.00759,0.00357,12,4,1,1,1,1,0
2021-05-07 13:50,57038.36,56908.82,-0.2271,False,2,True,False,2.5,34.99,0.446,0.023,-0.0017,0.67,-0.00293,0.00326,13,4,1,1,1,0,1
2021-05-07 14:00,56908.82,56783.42,-0.2204,False,1,True,False,2.5,25.22,0.22,0.016,-0.00466,1.17,-0.00394,0.00333,14,4,1,1,1,0,1
2021-05-07 14:05,56783.42,56981.71,0.3492,True,2,False,True,3.5,17.14,-0.04,0.0129,-0.0069,1.14,-0.00447,0.00327,14,4,0,1,1,0,1
2021-05-07 14:25,56955.24,57183.14,0.4001,True,2,False,True,2.0,34.92,0.261,0.0126,-0.00337,0.75,0.00072,0.00308,14,4,1,1,1,0,1
2021-05-07 18:05,57743.19,57962.36,0.3796,True,3,False,True,3.5,28.03,0.169,0.0184,-0.00674,1.16,-0.00546,0.00333,18,4,1,1,1,0,1
2021-05-07 18:20,57962.36,57900.01,-0.1076,False,4,True,False,2.0,31.0,0.335,0.0164,-0.00344,1.0,0.0038,0.00338,18,4,1,1,1,0,1
2021-05-07 18:40,57900.01,57849.99,-0.0864,False,4,True,False,2.0,34.36,0.293,0.0148,-0.00366,0.55,-0.00157,0.0034,18,4,1,1,1,0,1
2021-05-07 19:15,57650.26,57515.19,-0.2343,False,1,True,False,2.0,45.54,-0.02,0.0089,-0.00468,1.37,-0.00345,0.00347,19,4,0,1,1,0,1
2021-05-07 19:20,57515.19,57787.23,0.473,True,8,False,True,2.0,37.48,-0.126,0.0103,-0.00644,1.11,-0.00533,0.00354,19,4,0,1,1,0,1
2021-05-10 07:05,58739.73,58682.15,-0.098,False,7,True,False,3.0,27.78,0.162,0.009,-0.00286,1.2,-0.00225,0.0025,7,0,0,1,1,0,1
2021-05-10 07:40,58682.15,58615.79,-0.1131,False,1,True,False,3.0,33.6,0.127,0.0092,-0.00322,0.99,-0.00234,0.00203,7,0,0,1,1,0,1
2021-05-10 07:45,58615.79,58529.39,-0.1474,False,1,True,False,3.0,32.11,0.048,0.0091,-0.00396,1.29,-0.00251,0.00209,7,0,0,1,1,0,1
2021-05-10 07:50,58529.39,58370.17,-0.272,False,1,True,False,3.0,24.93,-0.045,0.0093,-0.00463,2.25,-0.00442,0.00217,7,0,0,1,1,0,1
2021-05-10 07:55,58370.17,58232.03,-0.2367,False,2,True,False,3.0,22.09,-0.177,0.0106,-0.0066,1.78,-0.00532,0.00223,7,0,0,0,1,0,1
2021-05-10 08:05,58232.03,58386.3,0.2649,True,6,False,True,3.0,23.04,-0.148,0.0129,-0.00709,2.93,-0.00508,0.00265,8,0,0,0,1,0,1
2021-05-10 08:35,58386.3,58302.74,-0.1431,False,7,True,False,2.0,30.38,0.336,0.0166,-0.00172,0.7,0.0025,0.00293,8,0,0,0,1,0,1
2021-05-10 09:15,58171.12,58122.5,-0.0836,False,1,True,False,2.0,46.88,0.123,0.0094,-0.00336,0.92,-0.00426,0.00257,9,0,0,0,1,0,1
2021-05-10 09:20,58122.5,57938.9,-0.3159,False,3,True,False,2.0,46.57,0.058,0.0088,-0.00387,0.78,-0.00688,0.00258,9,0,0,0,1,0,1
2021-05-10 09:35,57938.9,57813.36,-0.2167,False,1,True,False,3.0,34.16,-0.084,0.0101,-0.00521,2.11,-0.00316,0.00268,9,0,0,0,1,0,1
2021-05-10 09:40,57813.36,57962.26,0.2576,True,1,False,True,3.0,27.71,-0.126,0.012,-0.00674,1.3,-0.00541,0.00282,9,0,0,0,1,0,1
2021-05-10 09:45,57962.26,57899.65,-0.108,False,2,True,False,3.0,32.45,0.132,0.0128,-0.00371,1.2,-0.00205,0.00291,9,0,0,0,1,0,1
2021-05-10 09:55,57899.65,57750.01,-0.2584,False,1,True,False,3.0,32.99,0.116,0.014,-0.00455,0.6,0.00149,0.00317,9,0,0,0,1,0,1
2021-05-10 10:00,57750.01,57923.88,0.3011,True,1,False,True,3.0,27.49,0.02,0.0156,-0.00672,1.18,-0.00366,0.00351,10,0,0,0,0,0,1
2021-05-10 10:10,57838.32,57993.35,0.268,True,1,False,True,3.0,32.41,0.183,0.0167,-0.00455,0.93,-0.00106,0.00367,10,0,0,0,0,0,1
2021-05-10 10:15,57993.35,58167.82,0.3008,True,2,False,True,2.0,34.4,0.36,0.0164,-0.00162,0.77,0.00421,0.00371,10,0,0,0,0,0,1
2021-05-10 10:45,57775.73,57674.08,-0.1759,False,1,True,False,2.0,46.11,0.121,0.0101,-0.00392,0.95,-0.00428,0.00382,10,0,0,0,0,0,1
2021-05-10 10:50,57674.08,57866.23,0.3332,True,1,False,True,2.0,46.64,-0.003,0.0101,-0.00518,1.33,-0.00359,0.0039,10,0,0,0,0,0,1
2021-05-10 11:00,57645.29,57526.06,-0.2068,False,2,True,False,2.0,40.59,0.025,0.0103,-0.00494,0.94,-0.00226,0.00417,11,0,0,0,0,0,1
2021-05-10 11:10,57526.06,57405.2,-0.2101,False,2,True,False,2.0,44.91,-0.038,0.0114,-0.00609,1.09,-0.00588,0.00407,11,0,0,0,0,0,1
2021-05-10 11:20,57405.2,57747.75,0.5967,True,1,False,True,2.0,40.61,-0.049,0.0139,-0.00702,1.8,-0.00559,0.00425,11,0,0,0,0,0,1
2021-05-10 12:50,57616.05,57858.22,0.4203,True,3,False,True,3.0,32.42,0.127,0.0144,-0.00431,1.15,-0.00668,0.00446,12,0,0,0,0,0,1
2021-05-10 13:15,57703.71,57600.0,-0.1797,False,2,True,False,2.0,38.03,0.193,0.0126,-0.00323,0.85,0.00121,0.00449,13,0,0,0,0,0,1
2021-05-10 13:25,57600.0,57877.7,0.4821,True,3,False,True,2.0,39.27,0.118,0.0124,-0.0042,0.91,-0.00484,0.00457,13,0,0,0,0,0,1
2021-05-10 13:50,57559.19,57452.5,-0.1854,False,2,True,False,2.0,38.57,0.138,0.0109,-0.00367,1.02,-0.00236,0.0038,13,0,0,0,0,0,1
2021-05-10 14:00,57452.5,57349.99,-0.1784,False,4,True,False,2.0,44.66,0.041,0.011,-0.00492,1.13,-0.00456,0.00386,14,0,0,0,0,0,1
2021-05-10 14:20,57349.99,57250.27,-0.1739,False,1,True,False,3.0,33.69,-0.03,0.0098,-0.00473,1.02,-0.00148,0.00405,14,0,0,0,0,0,1
2021-05-10 14:25,57250.27,57405.38,0.2709,True,1,False,True,2.0,35.36,-0.07,0.0114,-0.00608,0.9,-0.00578,0.00406,14,0,0,0,0,0,1
2021-05-10 14:30,57405.38,57275.87,-0.2256,False,3,True,False,2.0,41.83,0.196,0.0119,-0.00313,0.94,-0.0025,0.00415,14,0,0,0,0,0,1
2021-05-10 14:45,57275.87,57175.0,-0.1761,False,1,True,False,2.0,38.41,0.097,0.0125,-0.00458,0.66,-0.00226,0.00426,14,0,0,0,0,0,1
2021-05-10 14:50,57175.0,56831.59,-0.6006,False,1,True,False,3.0,29.65,0.016,0.0128,-0.00567,1.22,-0.00423,0.0042,14,0,0,0,0,0,1
2021-05-10 14:55,56831.59,57185.73,0.6231,True,1,False,True,3.0,26.83,-0.193,0.0164,-0.01063,1.79,-0.01158,0.00443,14,0,0,0,0,0,1
2021-05-10 15:50,57845.85,58296.36,0.7788,True,1,False,True,2.0,58.51,1.16,0.0137,0.00963,2.19,0.00936,0.00419,15,0,1,0,0,1,0
2021-05-10 17:05,57614.11,57539.7,-0.1292,False,1,True,False,2.0,22.88,0.353,0.0243,-0.00441,0.83,-0.00269,0.00359,17,0,0,0,0,0,1
2021-05-10 17:10,57539.7,57468.98,-0.1229,False,1,True,False,2.0,16.28,0.283,0.0233,-0.00597,0.53,-0.00057,0.0034,17,0,0,0,0,0,1
2021-05-10 17:15,57468.98,57379.02,-0.1565,False,2,True,False,2.0,16.59,0.215,0.0225,-0.0075,0.61,0.00016,0.00341,17,0,0,0,0,0,1
2021-05-10 17:25,57379.02,57263.98,-0.2005,False,2,True,False,3.0,18.78,0.129,0.0218,-0.00919,0.59,-0.00279,0.00315,17,0,0,0,0,0,1
2021-05-10 17:35,57263.98,57204.29,-0.1042,False,1,True,False,3.0,20.11,0.111,0.0228,-0.0104,0.92,-0.00344,0.00323,17,0,0,0,0,0,1
2021-05-10 17:40,57204.29,57436.84,0.4065,True,1,False,True,3.0,19.64,0.1,0.0222,-0.00927,1.39,-0.00305,0.00329,17,0,0,0,0,0,1
2021-05-10 17:45,57436.84,57054.14,-0.6663,False,1,True,False,2.0,34.34,0.299,0.0206,-0.00419,1.8,-0.00068,0.00351,17,0,0,0,0,0,1
2021-05-10 17:50,57054.14,56985.3,-0.1207,False,1,True,False,3.0,27.92,0.026,0.0206,-0.00968,1.59,-0.00366,0.00394,17,0,0,0,0,0,1
2021-05-10 17:55,56985.3,57134.95,0.2626,True,2,False,True,3.0,27.45,0.034,0.0215,-0.00941,1.82,-0.00383,0.0041,17,0,0,0,0,0,1
2021-05-10 18:10,57052.87,56905.97,-0.2575,False,1,True,False,2.0,37.84,0.166,0.0192,-0.00605,0.79,0.00119,0.00421,18,0,0,0,0,0,1
2021-05-10 18:15,56905.97,56807.1,-0.1737,False,1,True,False,3.0,28.75,0.078,0.0193,-0.00777,1.08,-0.00286,0.0043,18,0,0,0,0,0,1
2021-05-10 18:20,56807.1,56729.2,-0.1371,False,1,True,False,3.0,28.33,0.045,0.0197,-0.00864,1.33,-0.00574,0.00439,18,0,0,0,0,0,1
2021-05-10 18:25,56729.2,56652.35,-0.1355,False,1,True,False,3.0,28.21,0.035,0.0203,-0.00881,1.65,-0.00567,0.00444,18,0,0,0,0,0,1
2021-05-10 18:30,56652.35,57049.64,0.7013,True,3,False,True,3.0,27.1,0.027,0.0207,-0.00885,1.58,-0.00446,0.00468,18,0,0,0,0,0,1
2021-05-10 18:50,56649.67,56570.56,-0.1396,False,2,True,False,2.0,36.88,0.14,0.0201,-0.00647,0.82,-0.00083,0.00535,18,0,0,0,0,0,1
2021-05-10 19:00,56570.56,56796.43,0.3993,True,1,False,True,2.0,36.73,0.125,0.0193,-0.00676,1.05,-0.0084,0.00493,19,0,0,0,0,0,1
2021-05-10 19:20,56584.62,56511.41,-0.1294,False,1,True,False,2.0,39.75,0.178,0.0155,-0.00502,0.97,-0.00373,0.00504,19,0,0,0,0,0,1
2021-05-10 19:25,56511.41,56342.47,-0.2989,False,2,True,False,2.0,41.07,0.092,0.0134,-0.00537,0.96,-0.00785,0.00493,19,0,0,0,0,0,1
2021-05-10 19:35,56342.47,56055.8,-0.5088,False,1,True,False,2.0,41.87,-0.009,0.0147,-0.00677,1.89,-0.00428,0.00522,19,0,0,0,0,0,1
2021-05-10 19:40,56055.8,55762.88,-0.5226,False,2,True,False,2.0,38.48,-0.159,0.0177,-0.01076,1.59,-0.00806,0.00526,19,0,0,0,0,0,1
2021-05-10 19:50,55762.88,54117.8,-2.9501,False,2,True,False,3.0,32.34,-0.159,0.0225,-0.01362,2.1,-0.01029,0.00559,19,0,0,0,0,0,1
2021-05-10 20:00,54117.8,54632.1,0.9503,True,1,False,True,3.0,16.96,-0.385,0.0459,-0.03496,3.48,-0.03545,0.00731,20,0,0,0,0,0,1
2021-05-10 20:05,54632.1,54969.53,0.6176,True,1,False,True,3.0,24.67,-0.054,0.0535,-0.01989,3.76,-0.02028,0.00934,20,0,0,0,0,0,1
2021-05-10 20:10,54969.53,54835.26,-0.2443,False,1,True,False,3.0,31.64,0.112,0.0573,-0.01168,1.95,-0.01371,0.00964,20,0,0,0,0,0,1
2021-05-10 20:15,54835.26,55072.5,0.4326,True,1,False,True,3.0,27.03,0.122,0.0608,-0.0126,1.32,0.01326,0.00997,20,0,0,0,0,0,1
